Z,M,Group,Date
6.552,2.49,21,6/24/2022
6.73,2.23,21,8/7/2022
7.5,2.4,21,11/1/2022
7.292,1.65,22,5/11/2021
7.001,2.33,22,5/13/2021
6.939,1.48,22,5/15/2021
6.985,2.39,22,5/15/2021
6.878,2.11,22,5/27/2021
6.54,1.76,22,6/8/2021
7.129,1.48,22,6/22/2021
7.265,1.55,22,7/2/2021
7.3,2.3,22,11/12/2021
8.7,2.2,22,1/18/2022
5.213,1.76,23,10/7/2020
5.29,3.29,23,10/7/2020
5.17,1.87,23,10/7/2020
5.184,2.38,23,10/7/2020
5.071,2.75,23,10/7/2020
5.532,3.2,23,10/9/2020
5.429,0.91,23,10/9/2020
4.718,3.16,24,10/9/2020
6.709,2.57,25,11/7/2020
6.62,2.45,25,11/7/2020
6.83,1.4,25,11/8/2020
6.549,3.34,25,11/12/2020
6.594,1.72,25,11/13/2020
6.824,1.66,25,11/13/2020
5.908,2.28,25,11/16/2020
5.825,1.37,25,11/16/2020
7.237,0.96,25,11/25/2020
6.959,1.74,25,11/28/2020
6.823,1.58,25,11/28/2020
6.701,1.69,25,11/28/2020
7.347,1.56,25,11/30/2020
7.007,1.94,25,12/4/2020
6.858,1.89,25,12/4/2020
7.033,1.64,25,12/5/2020
6.91,1.92,25,12/5/2020
7.4,3.2,26,2/26/2021
7.4,3.1,27,2/26/2021
7,3.1,27,4/12/2021
8.1,3.5,28,4/28/2021
8.8,2,28,5/10/2021
7.9,3.2,28,5/15/2021
5.3,3.2,29,10/21/2021
8.6,4,30,12/11/2021
6,3.6,30,8/4/2022
5.537,3.5,31,12/31/2021
5.488,2.58,31,1/2/2022
5.654,2.18,31,1/2/2022
5.64,2.57,31,1/2/2022
4.486,3.93,32,1/11/2022
4.923,3.04,33,2/28/2022
6.56,3.19,34,6/1/2022
6.612,2.05,34,6/1/2022
6.286,3.76,34,6/18/2022
6.28,3.07,35,6/1/2022
6.125,2.57,35,6/3/2022
6.6,4.3,36,6/6/2022
6.129,2.68,37,5/31/2022
6.134,1.92,37,5/31/2022
6.117,2.3,37,6/1/2022
6.157,4.59,37,6/1/2022
6.837,3.16,37,6/17/2022
6.135,2.59,37,6/19/2022
8.4,3.9,38,8/7/2022
5.429,1.59,39,1/6/2018
5.062,1.29,39,9/24/2018
2.494,1.15,39,9/28/2018
4.551,1.7,39,10/28/2018
4.084,1.11,39,11/15/2018
5.111,2.11,39,12/22/2018
4.568,1.31,39,2/5/2019
6.236,3.07,39,2/7/2019
5.307,1.09,39,3/1/2019
4.644,2.81,39,5/9/2019
5.747,2.04,39,5/23/2019
6.432,2.21,39,6/2/2019
4.358,1.68,39,6/10/2019
7.125,2.57,39,9/5/2019
7.228,2.25,39,11/22/2019
7.3,2.51,39,12/26/2019
7.456,1.9,39,12/26/2019
7.363,2.85,39,1/31/2020
7.546,2.58,39,1/31/2020
7.331,2.68,39,1/31/2020
7.371,2.3,39,1/31/2020
7.215,2.82,39,2/6/2020
7.418,2.55,39,2/8/2020
7.088,2.56,39,2/9/2020
7.4,2.02,39,2/9/2020
7.188,1.43,39,2/9/2020
7.583,2.33,39,2/10/2020
5.4,2,39,2/13/2020
7.479,2.66,39,2/15/2020
7.326,2.41,39,2/15/2020
5.663,3.37,39,2/15/2020
6.967,2.11,39,2/17/2020
7.614,3.3,39,2/18/2020
7.091,2.13,39,2/18/2020
6.001,2.27,39,2/18/2020
5.779,2.64,39,2/23/2020
6.982,1.82,39,2/26/2020
6.806,2.1,39,2/27/2020
6.979,2.26,39,2/27/2020
6.607,2.78,39,3/19/2020
6.633,2.25,39,3/25/2020
6.832,1.97,39,3/25/2020
6.324,2.95,39,4/1/2020
7.094,2.65,39,4/3/2020
6.997,2.25,39,4/5/2020
7.004,3.33,39,4/12/2020
5.883,2.14,39,4/12/2020
6.608,2.9,39,4/12/2020
7.316,2.07,39,4/12/2020
6.51,2.11,39,4/12/2020
6.15,2.66,39,4/13/2020
6.83,2.03,39,4/13/2020
7.018,3.07,39,4/16/2020
7.031,2.27,39,4/19/2020
7.12,2.36,39,4/20/2020
7.141,1.65,39,4/23/2020
7.276,3.39,39,4/30/2020
7.172,2.61,39,4/30/2020
6.962,2.87,39,5/1/2020
7.443,2.39,39,5/1/2020
6.466,2.49,39,5/1/2020
7.153,2.77,39,5/1/2020
6.877,2.19,39,5/2/2020
7.12,2.08,39,5/5/2020
5.616,1.92,39,5/5/2020
6.919,2.46,39,5/6/2020
6.549,3.12,39,5/7/2020
7.026,1.76,39,5/10/2020
7.079,2.48,39,5/11/2020
7.267,2.64,39,5/12/2020
6.289,2.06,39,5/16/2020
6.488,2.95,39,5/21/2020
6.425,1.99,39,5/22/2020
6.429,2.82,39,5/22/2020
6.413,2.19,39,5/26/2020
6.502,3.17,39,5/26/2020
6.473,2.14,39,5/27/2020
6.386,2.83,39,5/31/2020
5.28,1.84,39,6/1/2020
5.931,2.08,39,6/6/2020
5.956,2.04,39,6/6/2020
6.059,2.24,39,6/6/2020
6.531,1.9,39,6/7/2020
6.025,2.1,39,6/11/2020
5.944,2.28,39,6/11/2020
6.099,1.76,39,6/18/2020
7.519,1.63,39,6/19/2020
6.152,2.49,39,6/23/2020
5.175,3.08,39,6/24/2020
5.873,1.97,39,6/24/2020
6.084,2.03,39,6/26/2020
6.112,2.52,39,6/27/2020
7.237,2.93,39,7/5/2020
5.934,2.67,39,7/5/2020
6.013,2.33,39,7/6/2020
5.943,2.04,39,7/6/2020
6.959,2.32,39,7/6/2020
7.002,2.35,39,7/9/2020
5.163,2.01,39,7/10/2020
6.16,2.52,39,7/16/2020
7.107,1.81,39,7/17/2020
6.038,3.25,39,7/20/2020
6.244,2.05,39,7/26/2020
5.295,2.51,39,7/29/2020
5.983,2.31,39,8/1/2020
4.698,1.78,39,8/1/2020
5.106,2.22,39,8/3/2020
4.876,1.87,39,8/5/2020
6.084,2.19,39,8/6/2020
5.268,2.41,39,8/9/2020
6.71,2.13,39,8/16/2020
6.143,2.73,39,8/22/2020
6.05,1.87,39,8/22/2020
5.252,2.64,39,8/23/2020
7.052,2.25,39,8/24/2020
5.314,2.41,39,8/29/2020
6.744,2.17,39,9/3/2020
6.604,2.42,39,9/3/2020
7.013,2.62,39,9/3/2020
5.278,1.75,39,9/3/2020
5.942,2.05,39,9/4/2020
6.484,1.91,39,9/6/2020
6.012,2.09,39,9/6/2020
6.478,2.93,39,9/6/2020
5.636,2.3,39,9/11/2020
6.148,1.94,39,9/13/2020
7.29,2.02,39,9/17/2020
5.45,2.19,39,9/18/2020
7.159,2.28,39,9/19/2020
6.996,3.06,39,9/24/2020
8.011,3.5,39,9/24/2020
6.106,3.34,39,9/24/2020
7.597,1.62,39,9/24/2020
7.139,2.86,39,9/25/2020
7.104,2.32,39,9/25/2020
7.068,2.01,39,9/25/2020
6.846,2.92,39,9/25/2020
6.941,3.23,39,9/25/2020
6.934,1.86,39,9/28/2020
6.551,1.52,39,9/29/2020
5.776,2.02,39,10/2/2020
6.601,2.54,39,10/10/2020
5.977,1.87,39,10/14/2020
7.234,2.07,39,10/19/2020
7.268,1.77,39,10/20/2020
6.106,1.64,39,10/24/2020
6.085,1.79,39,10/25/2020
5.405,2.04,39,10/27/2020
5.347,2.66,39,10/27/2020
5.335,2.06,39,10/27/2020
5.269,1.71,39,10/30/2020
5.13,1.8,39,10/30/2020
6.98,1.21,39,11/3/2020
5.966,1.53,39,11/12/2020
5.514,2.41,39,11/14/2020
6.845,1.66,39,11/16/2020
6.404,2.22,39,11/20/2020
5.203,1.74,39,11/21/2020
6.117,1.98,39,11/22/2020
5.319,2.18,39,11/26/2020
6.639,1.54,39,11/27/2020
6.39,2.45,39,11/28/2020
6.335,1.95,39,11/29/2020
5.638,2.35,39,11/30/2020
6.188,2.75,39,12/1/2020
7.288,1.46,39,12/3/2020
6.2,1.65,39,12/5/2020
7.339,1.4,39,12/6/2020
5.293,2.72,39,12/6/2020
7.12,1.96,39,12/7/2020
6.119,1.89,39,12/8/2020
6.071,2.68,39,12/8/2020
5.983,2.37,39,12/8/2020
7.442,1.82,39,12/11/2020
7.112,2.13,39,12/11/2020
7.162,2.24,39,12/11/2020
6.944,1.88,39,12/11/2020
7.101,1.93,39,12/11/2020
8.304,1.48,39,12/12/2020
6.442,2.27,39,12/12/2020
6.097,1.95,39,12/12/2020
6.144,1.93,39,12/12/2020
6.192,1.96,39,12/13/2020
6.197,1.71,39,12/14/2020
7.332,2.2,39,12/15/2020
7.284,2.6,39,12/15/2020
6.877,1.63,39,12/15/2020
5.947,2.23,39,12/16/2020
6.671,1.36,39,12/19/2020
7.006,2.23,39,12/24/2020
7.089,2.51,39,12/24/2020
7.496,1.31,39,12/24/2020
7.143,2.06,39,12/25/2020
5.455,1.54,39,12/29/2020
7.805,1.47,39,12/31/2020
7.17,1.57,39,12/31/2020
7.12,2.64,39,1/1/2021
7.7,2.7,39,1/1/2021
6.928,1.87,39,1/2/2021
7.193,1.77,39,1/2/2021
7.597,1.79,39,1/3/2021
6.537,1.53,39,1/3/2021
6.466,2.31,39,1/3/2021
5.976,1.51,39,1/4/2021
6.638,2.58,39,1/6/2021
7.9,2.4,39,1/6/2021
6.791,2.27,39,1/7/2021
7.5,1.29,39,1/8/2021
7.126,2.56,39,1/8/2021
7.167,1.82,39,1/9/2021
7.144,2.26,39,1/10/2021
7.793,1.74,39,1/12/2021
6.061,2.62,39,1/12/2021
6.412,1.69,39,1/12/2021
7.158,1.62,39,1/12/2021
6.122,2,39,1/12/2021
6.231,2.03,39,1/13/2021
6.159,1.93,39,1/13/2021
6.209,2.23,39,1/13/2021
6.148,2.74,39,1/13/2021
6.298,2.49,39,1/13/2021
6.395,1.83,39,1/14/2021
6.021,2.33,39,1/15/2021
5.98,1.52,39,1/15/2021
6.074,2.71,39,1/17/2021
7.95,1.2,39,1/17/2021
7.551,2.27,39,1/17/2021
8.462,1.56,39,1/19/2021
7.3,3.3,39,1/20/2021
7.577,1.89,39,1/20/2021
6.79,1.59,39,1/21/2021
6.831,1.87,39,1/22/2021
7.041,2.29,39,1/22/2021
7.223,1.6,39,1/22/2021
7.237,1.74,39,1/22/2021
6.157,1.61,39,1/23/2021
7.4,2.4,39,1/23/2021
6.215,1.93,39,1/24/2021
6.643,1.55,39,1/25/2021
7.7,1.51,39,1/25/2021
8.08,1.45,39,1/27/2021
6.988,2.26,39,1/27/2021
6.161,1.46,39,1/28/2021
6.145,1.62,39,1/28/2021
7.597,1.65,39,1/29/2021
7.067,1.43,39,1/29/2021
6.524,1.48,39,1/29/2021
6.452,2.54,39,1/30/2021
6.446,2.6,39,1/30/2021
6.488,1.47,39,1/30/2021
6.482,1.63,39,1/30/2021
6.271,2.52,39,1/30/2021
6.214,3.54,39,1/30/2021
6.354,1.77,39,1/30/2021
6.134,2.03,39,1/30/2021
6.522,1.52,39,1/30/2021
7.327,1.72,39,1/30/2021
6.428,2.66,39,1/30/2021
6.426,2.62,39,1/30/2021
6.198,1.74,39,1/31/2021
6.26,1.97,39,1/31/2021
6.358,3.12,39,2/1/2021
5.593,1.49,39,2/1/2021
6.173,2.1,39,2/1/2021
7.3,3.7,39,2/1/2021
6.134,2.45,39,2/1/2021
6.487,1.88,39,2/2/2021
6.141,2.33,39,2/2/2021
7.31,2.03,39,2/3/2021
6.212,2.38,39,2/3/2021
8.361,1.9,39,2/4/2021
6.145,1.94,39,2/5/2021
6.216,2.31,39,2/5/2021
7.555,0.98,39,2/6/2021
6.638,1.34,39,2/7/2021
7.031,1.74,39,2/7/2021
6.344,2.59,39,2/7/2021
6.265,2.74,39,2/7/2021
7.53,1.7,39,2/7/2021
5.884,1.37,39,2/8/2021
6.619,3.36,39,2/8/2021
6.157,1.87,39,2/8/2021
6.563,2.06,39,2/8/2021
8.673,3.87,39,2/8/2021
7.031,1.87,39,2/8/2021
6.948,1.76,39,2/8/2021
6.953,1.87,39,2/8/2021
7.492,2.1,39,2/8/2021
7.116,2.32,39,2/8/2021
6.98,1.79,39,2/8/2021
8.692,1.77,39,2/8/2021
6.636,1.88,39,2/9/2021
7.506,1.64,39,2/9/2021
9.039,1.78,39,2/9/2021
7.703,1.46,39,2/9/2021
6.817,2.22,39,2/10/2021
8.272,1.64,39,2/10/2021
7.818,1.33,39,2/11/2021
7.32,2.02,39,2/11/2021
7.623,1.3,39,2/12/2021
6.402,1.5,39,2/12/2021
6.433,1.83,39,2/13/2021
6.269,1.92,39,2/13/2021
7.126,2.76,39,2/13/2021
6.995,2.2,39,2/13/2021
6.254,1.76,39,2/13/2021
7.002,2.05,39,2/14/2021
7.122,2.11,39,2/14/2021
6.249,2.32,39,2/15/2021
6.266,2.18,39,2/15/2021
7.3,2.1,39,2/15/2021
6.772,1.52,39,2/17/2021
6.284,2.64,39,2/17/2021
5.318,1.69,39,2/17/2021
7.098,2.59,39,2/18/2021
7.022,1.97,39,2/19/2021
6.076,2.22,39,2/20/2021
6.065,2.2,39,2/20/2021
6.757,1.82,39,2/20/2021
5.9,2.19,39,2/20/2021
7.266,1.53,39,2/20/2021
6.054,1.76,39,2/20/2021
6.105,1.67,39,2/20/2021
6.12,1.57,39,2/20/2021
6.481,1.69,39,2/21/2021
6.484,2.57,39,2/21/2021
6.978,1.7,39,2/21/2021
6.472,1.65,39,2/21/2021
6.119,2.7,39,2/22/2021
6.129,2.43,39,2/22/2021
7.813,2.05,39,2/22/2021
7.791,2.48,39,2/22/2021
8.075,1.95,39,2/23/2021
7.278,2.26,39,2/23/2021
6.62,1.63,39,2/23/2021
6.065,1.92,39,2/24/2021
8.111,1.54,39,2/24/2021
6.123,1.98,39,2/24/2021
5.892,2.66,39,2/25/2021
5.982,1.73,39,2/25/2021
7.186,1.58,39,2/25/2021
7.039,1.42,39,2/25/2021
5.836,1.74,39,2/26/2021
7.986,1.68,39,2/27/2021
7.7,1.45,39,2/27/2021
6.45,1.92,39,2/28/2021
7.4,2.3,39,2/28/2021
5.238,1.54,39,2/28/2021
7.23,1.73,39,3/1/2021
6.074,3.09,39,3/1/2021
6.443,1.92,39,3/2/2021
6.362,1.52,39,3/2/2021
7.103,1.68,39,3/2/2021
6.273,2.38,39,3/2/2021
6.967,1.66,39,3/2/2021
6.824,2,39,3/2/2021
8.068,1.54,39,3/3/2021
6.361,1.6,39,3/3/2021
6.98,1.22,39,3/3/2021
7.288,1.3,39,3/4/2021
7.266,1.95,39,3/7/2021
7.273,1.66,39,3/7/2021
7.197,2.11,39,3/8/2021
7.991,1.52,39,3/9/2021
6.382,2.37,39,3/10/2021
6.521,1.82,39,3/11/2021
7.181,1.79,39,3/13/2021
6.502,1.56,39,3/13/2021
5.551,1.81,39,3/13/2021
6.181,1.63,39,3/16/2021
7.2,3.1,39,3/16/2021
7.3,4.5,39,3/17/2021
6.185,1.44,39,3/17/2021
6.223,1.6,39,3/18/2021
7.4,1.7,39,3/18/2021
8.085,1.49,39,3/18/2021
7.3,3.5,39,3/18/2021
7.972,1.89,39,3/19/2021
5.792,1.61,39,3/19/2021
8.1,1.5,39,3/19/2021
8.4,3.9,39,3/22/2021
6.177,1.84,39,3/22/2021
6.207,1.47,39,3/22/2021
6.211,1.83,39,3/22/2021
8,2.5,39,3/22/2021
7.7,2.2,39,3/22/2021
7.6,2.1,39,3/22/2021
6.168,1.83,39,3/22/2021
7.391,1.7,39,3/22/2021
7.3,2.1,39,3/23/2021
8.5,1.7,39,3/23/2021
8.4,2,39,3/23/2021
8.4,1.6,39,3/23/2021
7.114,2.6,39,3/23/2021
8.5,2.8,39,3/23/2021
8.4,1.9,39,3/23/2021
6.134,2.57,39,3/23/2021
7.4,2.5,39,3/23/2021
7.3,2.7,39,3/23/2021
8.4,2,39,3/24/2021
6.006,1.81,39,3/24/2021
7.3,3.1,39,3/24/2021
7.6,2.5,39,3/24/2021
6.414,1.54,39,3/24/2021
6.299,1.66,39,3/25/2021
7.3,1.7,39,3/26/2021
8.2,2.1,39,3/26/2021
8.5,3.3,39,3/26/2021
6.774,1.65,39,3/26/2021
8.1,1.8,39,3/26/2021
8.4,1.7,39,3/26/2021
8.4,1.7,39,3/27/2021
8.4,2.2,39,3/27/2021
7.2,2.5,39,3/27/2021
8,3,39,3/27/2021
6.363,1.67,39,3/28/2021
8.2,1.6,39,3/28/2021
6.519,1.62,39,3/28/2021
7.019,1.96,39,3/29/2021
7.3,2.2,39,3/29/2021
6.599,1.74,39,3/30/2021
6.574,1.49,39,3/30/2021
8.4,1.7,39,3/31/2021
8.6,1.9,39,3/31/2021
7.5,1.8,39,3/31/2021
6.337,1.53,39,3/31/2021
7.2,3,39,3/31/2021
6.489,2.69,39,3/31/2021
7.126,1.51,39,4/1/2021
8.4,1.8,39,4/1/2021
7.43,2.7,39,4/1/2021
6.181,1.68,39,4/1/2021
8.064,1.49,39,4/1/2021
7.283,1.76,39,4/1/2021
8.031,1.87,39,4/1/2021
7.7,3.9,39,4/1/2021
7.12,1.87,39,4/1/2021
6.447,2.57,39,4/1/2021
6.792,1.95,39,4/1/2021
7.316,1.54,39,4/2/2021
6.249,2.2,39,4/2/2021
8.046,1.51,39,4/2/2021
7.966,1.51,39,4/2/2021
8.027,1.55,39,4/2/2021
8.033,2.01,39,4/2/2021
6.157,1.5,39,4/2/2021
6.44,2,39,4/3/2021
7.5,2.5,39,4/5/2021
5.575,1.57,39,4/5/2021
6.157,1.56,39,4/5/2021
7.125,1.5,39,4/5/2021
5.851,1.69,39,4/5/2021
6.097,2.38,39,4/5/2021
8.4,2.3,39,4/5/2021
6.252,1.63,39,4/6/2021
6.137,1.86,39,4/6/2021
5.999,1.84,39,4/7/2021
6.421,1.83,39,4/7/2021
7.218,1.68,39,4/7/2021
6.508,1.95,39,4/8/2021
6.276,3.22,39,4/8/2021
7.288,2.03,39,4/9/2021
7.359,1.59,39,4/9/2021
7.381,2.13,39,4/9/2021
6.517,2.34,39,4/9/2021
6.577,2.55,39,4/9/2021
7.186,1.5,39,4/9/2021
7.3,1.8,39,4/10/2021
6.554,1.51,39,4/10/2021
7.126,1.57,39,4/10/2021
7.897,1.67,39,4/10/2021
5.919,2.58,39,4/11/2021
6.186,1.68,39,4/11/2021
6.778,1.7,39,4/11/2021
7.552,1.58,39,4/12/2021
6.177,1.61,39,4/12/2021
6.112,2.3,39,4/12/2021
6.647,2.13,39,4/12/2021
7.575,2,39,4/12/2021
6.653,2.65,39,4/12/2021
5.763,1.98,39,4/12/2021
7.4,1.84,39,4/13/2021
6.477,1.57,39,4/13/2021
6.376,1.84,39,4/13/2021
6.182,1.64,39,4/14/2021
6.55,1.82,39,4/14/2021
7.3,2.2,39,4/14/2021
7.897,1.58,39,4/15/2021
6.644,1.94,39,4/15/2021
6.626,1.53,39,4/16/2021
8.07,1.65,39,4/17/2021
8.275,1.68,39,4/17/2021
8.096,1.41,39,4/17/2021
8,2.1,39,4/18/2021
9.2,1.8,39,4/18/2021
6.157,1.43,39,4/18/2021
6.314,1.67,39,4/18/2021
8.6,2.9,39,4/19/2021
8.6,1.5,39,4/20/2021
6.44,1.8,39,4/20/2021
6.272,1.69,39,4/20/2021
7.399,2.37,39,4/20/2021
7.399,2.34,39,4/20/2021
7.5,2.5,39,4/20/2021
6.771,1.49,39,4/20/2021
7.111,1.79,39,4/21/2021
5.758,1.65,39,4/21/2021
7.474,1.61,39,4/21/2021
7.068,2.27,39,4/23/2021
7.026,1.86,39,4/23/2021
6.374,1.64,39,4/23/2021
7.074,1.85,39,4/25/2021
8,1.7,39,4/25/2021
6.668,1.69,39,4/26/2021
8.5,4,39,4/27/2021
7.435,2.4,39,4/27/2021
7.465,1.82,39,4/27/2021
7.083,1.67,39,4/27/2021
7.787,1.84,39,4/27/2021
6.457,1.66,39,4/28/2021
7.999,2.48,39,4/29/2021
7.4,1.9,39,4/30/2021
6.878,1.83,39,5/1/2021
7.9,1.6,39,5/2/2021
6.989,1.74,39,5/2/2021
8.5,2.3,39,5/3/2021
6.443,1.56,39,5/7/2021
6.683,1.59,39,5/7/2021
6.554,1.71,39,5/8/2021
6.484,1.61,39,5/8/2021
6.136,2.35,39,5/8/2021
8.6,3.1,39,5/8/2021
8.007,1.51,39,5/8/2021
7.3,1.7,39,5/9/2021
9.3,1.7,39,5/9/2021
6.162,1.64,39,5/9/2021
6.295,1.38,39,5/10/2021
8.01,1.57,39,5/10/2021
7.4,3.2,39,5/11/2021
6.029,2.09,39,5/11/2021
7.114,2.55,39,5/11/2021
7.391,1.39,39,5/11/2021
6.281,2.23,39,5/11/2021
5.592,1.26,39,5/12/2021
8.204,1.48,39,5/15/2021
6.544,1.58,39,5/16/2021
6.98,1.74,39,5/16/2021
7.529,1.62,39,5/17/2021
6.223,2.02,39,5/17/2021
6.318,1.82,39,5/18/2021
8.3,3.4,39,5/18/2021
6.546,1.96,39,5/18/2021
6.526,1.53,39,5/18/2021
6.494,1.56,39,5/18/2021
7.263,1.57,39,5/18/2021
5.844,1.67,39,5/19/2021
7.308,1.53,39,5/19/2021
6.704,1.69,39,5/20/2021
7.4,2.9,39,5/20/2021
4.538,2.33,39,5/20/2021
6.597,2.33,39,5/21/2021
6.414,2.19,39,5/21/2021
6.371,2.72,39,5/21/2021
6.314,2.63,39,5/22/2021
6.231,2.78,39,5/22/2021
6.831,1.75,39,5/22/2021
6.29,2.91,39,5/23/2021
6.154,1.77,39,5/23/2021
7.143,1.49,39,5/23/2021
6.157,1.6,39,5/23/2021
7.2,2.6,39,5/23/2021
6.593,1.93,39,5/23/2021
6.633,1.74,39,5/24/2021
8.5,2.9,39,5/24/2021
7.4,2.3,39,5/24/2021
5.99,1.74,39,5/25/2021
6.909,1.48,39,5/26/2021
7.129,2.14,39,5/26/2021
6.729,1.64,39,5/26/2021
5.444,2.64,39,5/26/2021
6.98,1.52,39,5/26/2021
6.824,1.79,39,5/26/2021
5.348,1.93,39,5/26/2021
8.6,3.1,39,5/26/2021
6.748,1.7,39,5/26/2021
6.46,1.79,39,5/27/2021
6.114,1.48,39,5/27/2021
5.366,1.84,39,5/28/2021
6.206,1.68,39,5/28/2021
6.724,2.2,39,5/28/2021
7.28,1.51,39,5/28/2021
7.568,1.94,39,5/29/2021
7.003,1.74,39,5/29/2021
6.684,1.36,39,5/30/2021
6.489,2.26,39,5/30/2021
6.602,1.37,39,5/30/2021
7.498,1.73,39,5/30/2021
7.169,1.99,39,5/31/2021
6.952,1.7,39,5/31/2021
7.084,1.89,39,5/31/2021
5.645,1.68,39,5/31/2021
7.915,1.58,39,5/31/2021
6.368,2.28,39,6/1/2021
6.569,1.96,39,6/1/2021
6.727,2.04,39,6/1/2021
6.557,1.7,39,6/1/2021
7.9,1.7,39,6/3/2021
7.45,1.66,39,6/3/2021
5.642,1.57,39,6/3/2021
5.871,2,39,6/3/2021
6.16,1.54,39,6/4/2021
7.186,1.84,39,6/4/2021
7.05,1.97,39,6/4/2021
6.772,1.91,39,6/4/2021
6.471,1.88,39,6/6/2021
6.507,1.8,39,6/6/2021
6.393,2.57,39,6/6/2021
7.217,1.57,39,6/7/2021
6.442,1.72,39,6/7/2021
6.643,1.57,39,6/8/2021
8.6,2.8,39,6/8/2021
5.643,3.3,39,6/9/2021
6.054,2.27,39,6/9/2021
5.164,2.64,39,6/9/2021
7.7,2.6,39,6/9/2021
7.114,2.08,39,6/9/2021
6.616,2.04,39,6/10/2021
6.858,2.16,39,6/10/2021
5.642,1.73,39,6/10/2021
6.928,2.17,39,6/10/2021
6.209,1.71,39,6/11/2021
6.517,3.36,39,6/11/2021
6.225,1.53,39,6/11/2021
7.938,1.53,39,6/11/2021
8.747,1.54,39,6/11/2021
8.009,1.91,39,6/11/2021
6.461,1.88,39,6/11/2021
7.995,1.51,39,6/11/2021
6.34,2,39,6/11/2021
6.282,1.62,39,6/11/2021
6.558,1.91,39,6/11/2021
6.505,1.68,39,6/11/2021
8.7,2.8,39,6/11/2021
6.628,1.73,39,6/12/2021
6.598,2.27,39,6/13/2021
6.572,2.06,39,6/13/2021
7.4,1.51,39,6/13/2021
7.897,1.69,39,6/14/2021
6.242,2.03,39,6/14/2021
7.6,2.5,39,6/14/2021
8.2,2.8,39,6/14/2021
7.836,2.1,39,6/14/2021
6.986,2.6,39,6/14/2021
8.019,1.43,39,6/15/2021
7,1.48,39,6/15/2021
8.928,1.45,39,6/16/2021
6.466,1.55,39,6/17/2021
6.902,2.13,39,6/17/2021
5.845,1.6,39,6/17/2021
7.014,1.78,39,6/17/2021
8.831,1.98,39,6/17/2021
7.126,1.4,39,6/18/2021
6.463,1.92,39,6/18/2021
8.006,1.75,39,6/19/2021
7.09,1.7,39,6/19/2021
7.603,1.59,39,6/20/2021
6.125,2.94,39,6/21/2021
7.503,2.52,39,6/21/2021
6.249,1.82,39,6/22/2021
7.309,1.53,39,6/22/2021
7.447,2.3,39,6/23/2021
7.228,1.68,39,6/23/2021
6.278,2.94,39,6/23/2021
6.363,1.91,39,6/23/2021
8.1,3.6,39,6/23/2021
5.774,1.7,39,6/23/2021
6.13,2.46,39,6/23/2021
6.047,2.05,39,6/23/2021
6.174,2.3,39,6/23/2021
6.012,2.06,39,6/23/2021
8.148,1.66,39,6/23/2021
5.643,1.56,39,6/24/2021
6.154,1.66,39,6/24/2021
6.778,1.61,39,6/24/2021
7.8,2.8,39,6/24/2021
7.7,1.51,39,6/24/2021
7.3,3.6,39,6/24/2021
9.4,1.7,39,6/24/2021
7.128,1.57,39,6/24/2021
7.53,1.56,39,6/24/2021
6.172,1.58,39,6/24/2021
6.506,1.99,39,6/25/2021
7.3,4.4,39,6/25/2021
7.7,1.82,39,6/25/2021
7.288,2.01,39,6/25/2021
7.8,3.1,39,6/25/2021
7.359,2.12,39,6/25/2021
7.6,2,39,6/25/2021
6.546,1.68,39,6/25/2021
8.512,1.43,39,6/25/2021
7.3,3.2,39,6/25/2021
4.958,2.09,39,6/25/2021
6.158,2.05,39,6/26/2021
6.067,3.27,39,6/26/2021
6.694,1.8,39,6/26/2021
7.602,1.52,39,6/26/2021
7.287,1.73,39,6/26/2021
6.334,2.41,39,6/27/2021
7.58,1.42,39,6/27/2021
7.7,2.6,39,6/28/2021
7.9,2.4,39,6/28/2021
7.6,2.23,39,6/28/2021
6.103,1.67,39,6/29/2021
6.07,1.72,39,6/29/2021
8.06,1.68,39,6/29/2021
8.256,1.65,39,6/29/2021
8.025,1.49,39,6/29/2021
7.124,1.97,39,6/29/2021
6.348,1.85,39,6/30/2021
6.477,1.77,39,6/30/2021
7.285,1.61,39,6/30/2021
7.5,3,39,6/30/2021
7.4,3,39,6/30/2021
8.147,1.76,39,6/30/2021
6.054,1.57,39,6/30/2021
7.083,1.73,39,6/30/2021
6.986,2.02,39,6/30/2021
7.548,1.71,39,7/1/2021
7.7,1.46,39,7/1/2021
6.86,1.77,39,7/1/2021
6.446,1.82,39,7/2/2021
7.335,1.44,39,7/2/2021
6.545,1.93,39,7/2/2021
6.073,1.99,39,7/2/2021
6.432,1.57,39,7/3/2021
6.131,1.73,39,7/3/2021
6.375,1.99,39,7/4/2021
7.336,1.41,39,7/4/2021
8.2,2,39,7/4/2021
6.235,1.57,39,7/5/2021
6.549,1.7,39,7/5/2021
6.628,1.56,39,7/6/2021
6.632,1.99,39,7/7/2021
7.36,1.7,39,7/7/2021
6.6,1.99,39,7/7/2021
7.903,1.61,39,7/8/2021
7.968,1.46,39,7/8/2021
8.5,3.4,39,7/9/2021
8.004,1.97,39,7/9/2021
7.303,1.69,39,7/9/2021
7.4,2.1,39,7/10/2021
6.86,1.87,39,7/10/2021
6.69,1.61,39,7/11/2021
7.553,1.73,39,7/12/2021
5.944,1.52,39,7/12/2021
5.982,1.94,39,7/15/2021
7.6,1.8,39,7/15/2021
7.3,2.6,39,7/15/2021
7.122,1.83,39,7/15/2021
